Date,Transaction
9/18/2024,32667020.202839784
9/19/2024,35608891.41789263
9/20/2024,33914236.145041205
9/21/2024,37411001.38066179
9/22/2024,37483144.523522645
9/23/2024,31689104.741660364
9/24/2024,34052141.39906607
9/25/2024,35197516.30004707
9/26/2024,33000944.009346444
9/27/2024,33828420.87911283
9/28/2024,36463878.74563902
9/29/2024,36332123.30974882
9/30/2024,41103575.42035028
10/1/2024,34025255.60625625
10/2/2024,36259384.67528764
10/3/2024,37457816.46295071
10/4/2024,37722484.588011585
10/5/2024,40355977.50469268
10/6/2024,39844723.88836907
10/7/2024,33660948.91
10/8/2024,33186608.262615956
10/9/2024,35339997.061051056
10/10/2024,36215625.92071523
10/11/2024,35734733.56887338
10/12/2024,41051330.84481005
10/13/2024,41068108.92311162
10/14/2024,34433524.25887874
10/15/2024,33066547.876309603
10/16/2024,35005997.07127009
10/17/2024,35511192.59154647
10/18/2024,36591343.23
10/19/2024,39410783.78409485
10/20/2024,39194725.61958574
10/21/2024,36236933.96305975
10/22/2024,34261193.32342759
10/23/2024,36658257.22942224
10/24/2024,36314889.79248914
10/25/2024,37211132.75199194
10/26/2024,39838273.514751844
10/27/2024,39734793.29071834
10/28/2024,35259952.39147658
10/29/2024,35287872.22196112
10/30/2024,36436435.980057314
10/31/2024,46506749.90214893
11/1/2024,38032801.00984968
11/2/2024,43660002.89
11/3/2024,44626259.01866241
11/4/2024,38079913.985860616
11/5/2024,35916509.13
11/6/2024,40589314.99758874
11/7/2024,39157954.086652726
11/8/2024,37152102.91
11/9/2024,42780093.899158284
11/10/2024,42501812.75956081
11/11/2024,38574974.76366338
11/12/2024,38614127.279606715
11/13/2024,40050436.13092989
11/14/2024,37674778.21138237
11/15/2024,37417535.770955294
11/16/2024,44075414.30647018
11/17/2024,41279298.141919725
11/18/2024,37932682.76500286
11/19/2024,36288874.93979806
11/20/2024,40558813.84860902
11/21/2024,39719135.85562854
11/22/2024,37818155.79724764
11/23/2024,44704947.57459839
11/24/2024,41541758.953730956
11/25/2024,37946700.316613086
11/26/2024,36425890.272036165
11/27/2024,37340110.85797208
11/28/2024,38279444.33237159
11/29/2024,40099550.56894643
11/30/2024,55176804.425099425
12/1/2024,44534926.27043893
12/2/2024,42018614.586588085
12/3/2024,41130560.838309236
12/4/2024,42989882.65314127
12/5/2024,44618441.113337874
12/6/2024,43610516.40701284
12/7/2024,46689852.18998181
12/8/2024,49543632.59710127
12/9/2024,41605386.90587359
12/10/2024,40774807.87263015
12/11/2024,42532395.47364571
12/12/2024,41094675.00039028
12/13/2024,42788297.99120528
12/14/2024,47042606.81881964
12/15/2024,46389844.69431376
12/16/2024,42915614.06418627
12/17/2024,39351843.81750338
12/18/2024,43267022.83429742
12/19/2024,43830259.363386385
12/20/2024,40929959.72570944
12/21/2024,49146470.315079756
12/22/2024,47382806.09047826
12/23/2024,40349807.14801251
12/24/2024,39195607.639219895
12/25/2024,42480034.13
12/26/2024,43121403.40261441
12/27/2024,44046241.76806357
12/28/2024,49143970.12370577
12/29/2024,45784737.33811182
12/30/2024,40651296.73125007
12/31/2024,64005161.49298219
1/1/2025,50659654.46124815
1/2/2025,44521525.31048112
1/3/2025,43430895.26
1/4/2025,51027186.55892213
1/5/2025,50562932.91418235
1/6/2025,43436141.32303317
1/7/2025,44381747.61286505
1/8/2025,45906468.71928776
1/9/2025,43883181.192772366
1/10/2025,45871795.86680094
1/11/2025,49987805.18686586
1/12/2025,48713267.83441307
1/13/2025,43284039.11495371
1/14/2025,44408746.312842526
1/15/2025,44485415.43898272
1/16/2025,44847744.33024339
1/17/2025,46360835.02
1/18/2025,49189149.089990795
1/19/2025,50675980.30567594
1/20/2025,41092492.48387625
1/21/2025,42038954.048034124
1/22/2025,44923934.65327597
1/23/2025,44904927.63
1/24/2025,43242378.89544973
1/25/2025,47796390.47408038
1/26/2025,48740603.87
1/27/2025,43340455.350360736
1/28/2025,42123873.847963765
1/29/2025,45002780.56435544
1/30/2025,43666042.402755365
1/31/2025,56390631.111471385
2/1/2025,47641706.878720894
2/2/2025,48243355.00930519
2/3/2025,42980403.68652024
2/4/2025,41869272.059964314
2/5/2025,43236116.46911543
2/6/2025,43099279.087520294
2/7/2025,42474807.03587551
2/8/2025,47054007.009131975
2/9/2025,49343138.57869631
2/10/2025,42249224.94479162
2/11/2025,41029849.910905704
2/12/2025,42853876.67741801
2/13/2025,45084706.16570268
2/14/2025,42590135.05587719
2/15/2025,47475102.17612952
2/16/2025,48699992.62118015
2/17/2025,41403473.26019848
2/18/2025,39398036.37427643
2/19/2025,41896285.762337945
2/20/2025,43616419.33848015
2/21/2025,43340839.81571263
2/22/2025,47496758.99095996
2/23/2025,48251327.23307655
2/24/2025,42995348.099637866
2/25/2025,40907953.529675364
2/26/2025,42067592.53107568
2/27/2025,42527585.619108185
2/28/2025,55894262.80344575
3/1/2025,48508929.51613442
3/2/2025,50485162.01355577
3/3/2025,43353075.14
3/4/2025,40331356.54620972
3/5/2025,42460132.33129072
3/6/2025,43844698.38357756
3/7/2025,45022572.445693046
3/8/2025,50407119.44387283
3/9/2025,49025251.475137934
3/10/2025,39875971.98950006
3/11/2025,41140665.162539236
3/12/2025,41815270.612347096
3/13/2025,42236848.50452215
3/14/2025,42724731.57397235
3/15/2025,49068497.54670544
3/16/2025,47603740.103016675
3/17/2025,40180021.68948339
3/18/2025,42011995.31222102
3/19/2025,42162576.81
3/20/2025,41995222.292459026
3/21/2025,45266226.687847205
3/22/2025,50448069.61464283
3/23/2025,48149249.56349388
3/24/2025,43101503.55449275
3/25/2025,43393684.367321834
3/26/2025,43850142.280871116
3/27/2025,44166858.92278492
3/28/2025,43097516.68522954
3/29/2025,47241770.20820696
3/30/2025,46886008.66
3/31/2025,53522077.20364439
4/1/2025,46621570.98419119
4/2/2025,47351918.222063296
4/3/2025,50323382.65173627
4/4/2025,48172227.35108329
4/5/2025,52501874.89990899
4/6/2025,56349242.54494962
4/7/2025,47218618.781650454
4/8/2025,46856638.85555141
4/9/2025,46892154.55093604
4/10/2025,49963154.64
4/11/2025,50088747.88571884
4/12/2025,53151293.983972035
4/13/2025,64915169.14944759
4/14/2025,55211415.462026745
4/15/2025,58493084.47456631
4/16/2025,47979085.885710366
4/17/2025,48102153.332875565
4/18/2025,48366492.38012089
4/19/2025,56604165.96854878
4/20/2025,53864794.97088873
4/21/2025,46712229.83583834
4/22/2025,45174045.681344144
4/23/2025,47049879.73276473
4/24/2025,49225524.48198484
4/25/2025,49644998.51743995
4/26/2025,54884931.919043936
4/27/2025,52810485.48676302
4/28/2025,45387378.77144522
4/29/2025,46128167.26970312
4/30/2025,61873271.11368625
5/1/2025,42216214.4
5/2/2025,43790862.34
5/3/2025,49552055.236473896
5/4/2025,48204205.509504996
5/5/2025,42479230.52134322
5/6/2025,42269598.21834041
5/7/2025,40872782.522140585
5/8/2025,43343124.01096451
5/9/2025,42665259.545471035
5/10/2025,47387210.22
5/11/2025,47090057.759714395
5/12/2025,42641304.41270248
5/13/2025,39464068.97284249
5/14/2025,40950722.25131475
5/15/2025,42241690.63
5/16/2025,43701806.98545327
5/17/2025,46637134.4
5/18/2025,46867095.673705995
5/19/2025,39875873.58
5/20/2025,41932525.809860565
5/21/2025,41715304.144306146
5/22/2025,43849235.54496389
5/23/2025,42917003.854866736
5/24/2025,47715369.01834724
5/25/2025,45533696.90041608
5/26/2025,41738144.34194514
5/27/2025,40907785.586685605
5/28/2025,41188243.62684076
5/29/2025,41680377.28904226
5/30/2025,43482852.15302498
5/31/2025,62422338.25697709
6/1/2025,48754872.60605383
6/2/2025,43296488.872482195
6/3/2025,42570496.70187929
6/4/2025,41913627.09362487
6/5/2025,42641397.84326112
6/6/2025,41563585.714749195
6/7/2025,45950068.02772597
6/8/2025,47082399.174572304
6/9/2025,41105245.974882044
6/10/2025,39418036.19933047
6/11/2025,43318308.98460368
6/12/2025,42395552.34089143
6/13/2025,44399731.91958721
6/14/2025,47389353.49
6/15/2025,46403703.38880636
6/16/2025,39930816.81
6/17/2025,43463845.16241744
6/18/2025,45713124.184378535
6/19/2025,41906240.82416561
6/20/2025,42436345.66406497
6/21/2025,49340494.03247487
6/22/2025,49065947.40318277
6/23/2025,43484034.809301905
6/24/2025,40827364.978823386
6/25/2025,44655751.57594506
6/26/2025,45694657.98091303
6/27/2025,41841918.66792056
6/28/2025,45671941.75
6/29/2025,49257908.22
6/30/2025,52545156.84772473
7/1/2025,42384396.924656555
7/2/2025,44201936.95778407
7/3/2025,42395451.94879326
7/4/2025,43714419.47806795
7/5/2025,50886157.03842813
7/6/2025,47708102.48248533
7/7/2025,41407736.415212184
7/8/2025,41698048.39
7/9/2025,46007529.25623367
7/10/2025,46139450.12659917
7/11/2025,44624300.35607585
7/12/2025,48028213.06116804
7/13/2025,47899426.90050339
7/14/2025,43015375.20621009
7/15/2025,41782321.38638317
7/16/2025,45908862.10617455
7/17/2025,42714392.90989729
7/18/2025,44514952.71987694
7/19/2025,47161428.33460963
7/20/2025,50007922.25050726
7/21/2025,42821293.02791718
7/22/2025,40298696.69927915
7/23/2025,45722121.31136766
7/24/2025,44639009.98222777
7/25/2025,45904216.97751815
7/26/2025,47786047.87658532
7/27/2025,48445384.75721544
7/28/2025,43030370.858611904
7/29/2025,41502989.28991578
7/30/2025,42567618.12101693
7/31/2025,58730645.34810951
8/1/2025,43652528.08022429
8/2/2025,51246719.143261544
8/3/2025,51445407.61361939
8/4/2025,43902229.92567328
8/5/2025,41218917.937378176
8/6/2025,45516604.87387849
8/7/2025,46987685.01430505
8/8/2025,43752918.82501222
8/9/2025,49786120.231844254
8/10/2025,47069404.64574844
8/11/2025,44814448.25313457
8/12/2025,41442628.689432345
8/13/2025,44317459.236085854
8/14/2025,45813070.19043808
8/15/2025,45091453.253263965
8/16/2025,50047506.939857155
8/17/2025,51676013.33726317
8/18/2025,43662866.16335184
8/19/2025,43998463.43464477
8/20/2025,45515354.20915489
8/21/2025,43455791.853752024
8/22/2025,46545495.73204154
8/23/2025,49563159.232582405
8/24/2025,47335881.41766477
8/25/2025,44276898.37166222
8/26/2025,40952339.757905304
8/27/2025,45917948.19175322
8/28/2025,43322213.79090808
8/29/2025,44920204.70510972
8/30/2025,47506985.09750847
8/31/2025,66770903.40271495
9/1/2025,42846735.30558207
9/2/2025,47523202.96571654
9/3/2025,48904493.609024145
9/4/2025,47279302.36227968
9/5/2025,45752228.53962527
9/6/2025,55292768.01353745
9/7/2025,50672702.66600996
9/8/2025,46001963.38704847
9/9/2025,45344337.448340625
9/10/2025,46147148.76982807
9/11/2025,47186026.88535476
9/12/2025,48596500.69204763
9/13/2025,52871124.701871365
9/14/2025,52050670.83400977
9/15/2025,44040286.32209145
9/16/2025,43570119.34615857
9/17/2025,46179560.14980111
9/18/2025,48852253.727399476
9/19/2025,49825651.86034077
9/20/2025,52272793.590319715
9/21/2025,54847339.68974182
9/22/2025,47624110.567874655
9/23/2025,47423568.26648381
9/24/2025,46442233.46949529
9/25/2025,46465135.06323642
9/26/2025,49533817.58488652
9/27/2025,54963936.41219296
9/28/2025,51501839.986530796
9/29/2025,47368452.70555334
9/30/2025,61462167.99
10/1/2025,49690787.47768907
10/2/2025,48957399.48190574
10/3/2025,49958636.01463939
10/4/2025,55459879.047213905
10/5/2025,58605385.463494204
10/6/2025,50523700.48157706
10/7/2025,50673610.728178166
10/8/2025,49283692.27117796
10/9/2025,48911245.77248316
10/10/2025,53228329.86655631
10/11/2025,55336520.46200792
10/12/2025,57648955.21211216
10/13/2025,48525265.483399935
10/14/2025,50191591.561192065
10/15/2025,52354143.449267976
10/16/2025,53741108.77033426
10/17/2025,50093607.23322505
10/18/2025,58651937.13405854
10/19/2025,55129526.242150314
10/20/2025,48537456.90763953
10/21/2025,47771190.88751072
10/22/2025,51485360.734712675
10/23/2025,50125139.618517555
10/24/2025,51264149.41861972
10/25/2025,56857107.95
10/26/2025,53559422.14358518
10/27/2025,47612175.12504211
10/28/2025,48738991.54684544
10/29/2025,49530008.78620429
10/30/2025,50081837.21182622
10/31/2025,64414556.406227864
11/1/2025,60174523.8
11/2/2025,61734139.625611015
11/3/2025,51244646.03747074
11/4/2025,54028099.01001226
11/5/2025,56875143.159433514
11/6/2025,54222433.75
11/7/2025,53386303.47470561
11/8/2025,61874047.05592149
11/9/2025,59811182.551203445
11/10/2025,52630468.38456824
11/11/2025,53731974.132203214
11/12/2025,56198706.516285956
11/13/2025,56680679.49348412
11/14/2025,57119071.84230222
11/15/2025,57251491.374601915
11/16/2025,62575537.43132819
11/17/2025,53209893.926024415
11/18/2025,52700215.29164542
11/19/2025,56096258.801646866
11/20/2025,52379134.381735004
11/21/2025,54854921.37092096
11/22/2025,58480097.65048231
11/23/2025,57287909.25595475
11/24/2025,50747068.57043061
11/25/2025,50539156.47639077
11/26/2025,53862554.28997599
11/27/2025,54043023.37910283
11/28/2025,55611281.28896793
11/29/2025,60171361.351944156
11/30/2025,76611950.42675054
12/1/2025,57211244.85612782
12/2/2025,57823917.65
12/3/2025,59699606.984193064
12/4/2025,61526671.90890587
12/5/2025,63174558.25252837
12/6/2025,68088055.02393249
12/7/2025,63478532.95686883
12/8/2025,56715000.846331395
12/9/2025,57649252.17
12/10/2025,58797698.88593493
12/11/2025,61669467.26
12/12/2025,57597861.44489672
12/13/2025,68672500.99893397
12/14/2025,65942128.30757375
12/15/2025,58346876.84816037
12/16/2025,56496937.47407439
12/17/2025,59755878.68266406
12/18/2025,59045435.63557019
12/19/2025,61616234.521362625
12/20/2025,63759148.72
12/21/2025,63264690.423939645
12/22/2025,56392456.10102987
12/23/2025,55128459.212989084
12/24/2025,61514134.771454245
12/25/2025,60760421.634233326
12/26/2025,59893736.495171696
12/27/2025,69486121.75935508
12/28/2025,63692197.99
12/29/2025,59872344.314340234
12/30/2025,56763079.16822116
12/31/2025,90627134.3
1/1/2026,57709684.60570318
1/2/2026,49353783.77036173
1/3/2026,50166212.030159816
1/4/2026,52133823.94078475
1/5/2026,45937767.43673755
1/6/2026,46239861.73980571
1/7/2026,45642177.24553974
1/8/2026,49198178.10769392
1/9/2026,50040141.156713024
1/10/2026,52235440.13130511
1/11/2026,50256991.36395195
1/12/2026,44953233.09
1/13/2026,47314602.593068555
1/14/2026,49804198.06854019
1/15/2026,48359198.29851249
1/16/2026,48418180.17783261
1/17/2026,50955088.49341373
1/18/2026,54154172.84455257
1/19/2026,44797011.23053919
1/20/2026,45880630.05640649
1/21/2026,46990091.283737935
1/22/2026,48114926.533970654
1/23/2026,49750905.607822806
1/24/2026,54667777.610762954
1/25/2026,52837617.790756956
1/26/2026,43918609.56061937
1/27/2026,43074063.99320945
1/28/2026,48354617.99208924
1/29/2026,49332796.70755162
1/30/2026,46708787.88162933
1/31/2026,65264660.46901145
2/1/2026,51756820.42015009
2/2/2026,42996004.73
2/3/2026,44170985.20439906
2/4/2026,45357378.77969578
2/5/2026,45653570.20448241
2/6/2026,46100978.76072385
2/7/2026,51189196.62294032
2/8/2026,48560655.158900164
2/9/2026,45312650.65672559
2/10/2026,45025092.51
2/11/2026,45248207.232547544
2/12/2026,44393428.79
2/13/2026,47922293.26690202
2/14/2026,52341680.46000728
2/15/2026,50870275.66352329
2/16/2026,43887312.54220968
2/17/2026,42793624.33666784
2/18/2026,47225083.932437725
2/19/2026,47827072.28757869
2/20/2026,46353092.73546517
2/21/2026,50656093.198812775
2/22/2026,50384015.81347357
2/23/2026,41828415.21674549
2/24/2026,45094936.291925974
2/25/2026,47491245.56012871
2/26/2026,46987674.817592725
2/27/2026,47922920.68957081
2/28/2026,65048476.547866374
3/1/2026,52057819.4
3/2/2026,43279446.097544305
3/3/2026,46582847.06201314
3/4/2026,46648926.839532964
3/5/2026,49014390.10044469
3/6/2026,45842676.34820281
3/7/2026,52410782.95879835
3/8/2026,53426930.25735431
3/9/2026,43187155.393331714
3/10/2026,46479566.98985444
3/11/2026,48485253.094102345
3/12/2026,44473994.90807574
3/13/2026,48077349.601988494
3/14/2026,52159547.54863076
3/15/2026,51732748.457968034
3/16/2026,45114163.15812462
3/17/2026,46485976.773298405
3/18/2026,48815409.86947861
3/19/2026,44731667.96585563
3/20/2026,47276542.950626045
3/21/2026,51731730.76
3/22/2026,53784444.081257045
3/23/2026,42624358.05667814
3/24/2026,45442654.739697054
3/25/2026,45889815.03
3/26/2026,48459440.012440525
3/27/2026,46245425.63607805
3/28/2026,52661137.18165163
3/29/2026,50843472.81302261
3/30/2026,45773289.524184704
3/31/2026,60574202.214085385
4/1/2026,53160880.13934625
4/2/2026,53792477.021367125
4/3/2026,50108565.67341094
4/4/2026,55527382.82275027
4/5/2026,57145900.86077806
4/6/2026,51144733.23224838
4/7/2026,47145875.62382005
4/8/2026,50177616.30202691
4/9/2026,51132031.41224166
4/10/2026,52533584.176836275
4/11/2026,55181336.31392174
4/12/2026,56249718.31940688
4/13/2026,59704387.70586134
4/14/2026,57469371.41414535
4/15/2026,62208274.024126984
4/16/2026,52317411.25655429
4/17/2026,50345914.502948105
4/18/2026,58467381.56015087
4/19/2026,55672685.13249978
4/20/2026,48629043.05995202
4/21/2026,52014550.01
4/22/2026,53488089.94891575
4/23/2026,51740615.767848924
4/24/2026,52566416.43484322
4/25/2026,56625819.790155746
4/26/2026,59288601.12335242
4/27/2026,48180897.59924964
4/28/2026,50716400.85374202
4/29/2026,51927691.19358433
4/30/2026,70423312.88470319
5/1/2026,46736422.58237098
5/2/2026,52172973.545105636
5/3/2026,49496074.58865365
5/4/2026,43880722.904240176
5/5/2026,41312782.49818141
5/6/2026,44388166.75029606
5/7/2026,47846700.66404957
5/8/2026,47016227.572818875
5/9/2026,51062928.54771393
5/10/2026,48426569.106930785
5/11/2026,43147112.24250598
5/12/2026,43970302.03577978
5/13/2026,47738830.32993274
5/14/2026,43815966.427940786
5/15/2026,45694752.57888614
5/16/2026,48191104.06055987
5/17/2026,48085882.22591924
5/18/2026,44705003.97031316
5/19/2026,42744601.85249503
5/20/2026,45351635.71
5/21/2026,46101415.637894884
5/22/2026,47404398.06025364
5/23/2026,47979021.437315084
5/24/2026,48638419.13
5/25/2026,42760088.00307362
5/26/2026,45373182.23471772
5/27/2026,46657886.50866676
5/28/2026,43783422.41627296
5/29/2026,46348006.53
5/30/2026,49139292.030821376
5/31/2026,63564739.32795362
6/1/2026,42393130.63323489
6/2/2026,42218981.926600985
6/3/2026,45417634.02334382
6/4/2026,45377311.01755827
6/5/2026,45108903.37111052
6/6/2026,50354003.97061033
6/7/2026,51986723.70780371
6/8/2026,43680565.87927215
6/9/2026,42861609.32
6/10/2026,48314250.78176209
6/11/2026,46915899.36
6/12/2026,45431916.09049616
6/13/2026,49922435.41181965
6/14/2026,52044947.727584966
6/15/2026,44393135.428025246
6/16/2026,44856651.79286455
6/17/2026,47668652.985160016
6/18/2026,46614422.148242295
6/19/2026,45056947.94284801
6/20/2026,51874387.382862926
6/21/2026,52368278.808912925
6/22/2026,44837853.06256523
6/23/2026,44031227.344512716
6/24/2026,47964188.564553075
6/25/2026,48663836.50827143
6/26/2026,46845094.08392201
6/27/2026,53649460.07759711
6/28/2026,49299596.774265386
6/29/2026,43224656.426997155
6/30/2026,59368114.87115133
7/1/2026,46483750.340447076
7/2/2026,49001988.03
7/3/2026,46595156.20600982
7/4/2026,52706282.83018219
7/5/2026,51749061.58150546
7/6/2026,45798819.74804151
7/7/2026,42797598.723785624
7/8/2026,48030287.82532975
7/9/2026,47306300.15372163
7/10/2026,48602915.262266345
7/11/2026,50322945.03015079
7/12/2026,50080731.84517828
7/13/2026,46125694.62698521
7/14/2026,46540113.857176885
7/15/2026,48450317.26
7/16/2026,46140914.43522616
7/17/2026,47711560.498819605
7/18/2026,51532226.7
7/19/2026,49353120.40730324
7/20/2026,44928057.211950466
7/21/2026,43039101.771682434
7/22/2026,47802020.90915888
7/23/2026,45139456.476115204
7/24/2026,46446580.71104102
7/25/2026,49445877.966795325
7/26/2026,50886578.55445751
7/27/2026,42775497.93483893
7/28/2026,44769663.53883074
7/29/2026,47888817.393332094
7/30/2026,49305252.14997663
7/31/2026,62843638.18112004
8/1/2026,52092474.44090946
8/2/2026,52099562.12324956
8/3/2026,44429210.69273486
8/4/2026,44663301.95464927
8/5/2026,45938602.45343933
8/6/2026,46251521.06
8/7/2026,46124821.72937917
8/8/2026,53858929.61741077
8/9/2026,54471536.883703314
8/10/2026,44800713.51418051
8/11/2026,47455112.96578339
8/12/2026,50221385.44001812
8/13/2026,45743358.51
8/14/2026,46908484.657165065
8/15/2026,54861867.86851954
8/16/2026,52557395.32483224
8/17/2026,47490300.12684055
